type,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,longitude,latitude
3,0,0,0,0.01,0.038,0.017,0.046,0.046,0.027,0.003,0.124,0.214,0.241,0.214,0.184,0.154,117.2244908,39.2032373
3,0,0,0,0.026,0.031,0.004,0.022,0.022,0.022,0,0.037,0.043,0.007,0,0,0,117.1771186,39.16920383
3,0,0,0,0.023,0.034,0.006,0.025,0.025,0.002,0,0.043,0.066,0.029,0,0,0,117.2192334,39.16268663
3,0,0,0,0.01,0,0,0.01,0.009,0.01,0,0.009,0.009,0,0,0,0,117.1046373,39.18855306
3,0,0,0,0.01,0,0.009,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1139339,39.16385471
3,0,0,0,0.022,0.01,0,0.023,0.023,0.008,0,0.112,0.193,0.181,0.149,0.117,0.087,117.1554112,39.2305976
3,0,0,0,0.012,0,0.011,0.072,0.072,0.158,0.144,0.205,0.242,0.209,0.18,0.15,0.12,117.1194914,39.16188992
3,0,0,0,0.023,0.003,0,0.02,0.02,0.001,0,0.082,0.193,0.193,0.167,0.137,0.107,117.1550844,39.22070747
3,0,0,0,0.01,0,0,0.009,0.009,0.009,0,0.009,0.016,0,0,0,0,117.1096118,39.16799967
3,0,0,0,0.035,0.062,0.045,0.078,0.078,0.122,0.102,0.173,0.245,0.221,0.192,0.162,0.132,117.1393397,39.16417318
3,0,0,0,0.022,0.001,0.019,0.09,0.09,0.179,0.164,0.193,0.213,0.191,0.161,0.131,0.101,117.1030463,39.15866347
3,0,0,0,0.009,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1610666,39.20437283
3,0,0,0,0.009,0.009,0.001,0.009,0.009,0,0,0.01,0.169,0.114,0.081,0.051,0.021,117.2077241,39.18249349
3,0,0,0,0.021,0.028,0.005,0.026,0.026,0.005,0,0.075,0.139,0.181,0.154,0.124,0.094,117.2053201,39.20001546
3,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0,0.009,0.006,0,0,0,0,117.1777528,39.16356337
3,0,0,0,0.009,0,0.01,0.009,0.009,0.009,0.002,0.019,0.054,0.028,0,0,0,117.111234,39.16517632
3,0,0,0,0.01,0,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.1448079,39.23193278
3,0,0,0,0.015,0,0,0.015,0.015,0.01,0,0.03,0.033,0,0,0,0,117.1238317,39.23651286
3,0,0,0,0.025,0.003,0,0.018,0.018,0.035,0.005,0.045,0.091,0.066,0.037,0.007,0,117.1174246,39.17618842
3,0,0,0,0.009,0,0,0.01,0.009,0,0,0.022,0.064,0.041,0.009,0,0,117.1509947,39.2279541
3,0,0,0,0.017,0,0,0.015,0.015,0,0,0.022,0.009,0,0,0,0,117.1699536,39.21388618
3,0,0,0,0.009,0.03,0.01,0.042,0.042,0.024,0.003,0.149,0.27,0.271,0.249,0.218,0.188,117.2028003,39.18775743
3,0,0,0,0.028,0.047,0.01,0.036,0.036,0.014,0,0.114,0.19,0.215,0.191,0.162,0.132,117.1963878,39.2014464
3,0,0,0,0.017,0.001,0,0.018,0.018,0.001,0,0.062,0.095,0.076,0.047,0.017,0,117.1422114,39.23225857
3,0,0,0,0.015,0.009,0,0.009,0.009,0.009,0,0.01,0.01,0,0,0,0,117.1499327,39.17440484
3,0,0,0,0.019,0.046,0.015,0.035,0.035,0.009,0,0.078,0.145,0.179,0.164,0.138,0.109,117.2282365,39.17052924
3,0,0,0,0.01,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1213604,39.23633491
3,0,0,0,0.011,0,0,0.011,0.011,0,0,0.01,0.01,0,0,0,0,117.1400825,39.24269124
3,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.2214095,39.1672526
3,0,0,0,0.033,0.07,0.047,0.07,0.07,0.085,0.057,0.118,0.156,0.154,0.127,0.097,0.067,117.1670234,39.20060113
3,0,0,0,0.017,0.001,0,0.021,0.021,0.001,0,0.092,0.237,0.42,0.497,0.491,0.462,117.1781923,39.23847059
3,0,0,0,0.029,0.052,0.034,0.061,0.061,0.083,0.061,0.104,0.147,0.128,0.099,0.069,0.039,117.1439171,39.16132731
3,0,0,0,0.021,0.006,0,0.023,0.023,0.027,0.008,0.147,0.31,0.29,0.261,0.231,0.201,117.1308065,39.2386339
3,0,0,0,0.01,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1419027,39.20708686
3,0,0,0,0.021,0.001,0,0.018,0.018,0.043,0.019,0.1,0.142,0.11,0.074,0.041,0.01,117.1366965,39.22296468
3,0,0,0,0.012,0,0,0.01,0.01,0.016,0,0.05,0.078,0.052,0.013,0.003,0,117.1590997,39.20990641
3,0,0,0,0.027,0.058,0.037,0.061,0.061,0.096,0.084,0.176,0.282,0.272,0.244,0.214,0.184,117.1751652,39.18567925
3,0,0,0,0.015,0.001,0,0.013,0.013,0.041,0.019,0.098,0.142,0.11,0.074,0.041,0.01,117.1391615,39.22067817
3,0,0,0,0.009,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1203111,39.18545139
3,0,0,0,0.01,0,0,0.009,0.009,0.009,0,0.009,0.009,0.01,0.009,0,0,117.1295136,39.20689019
3,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0,0.011,0.101,0.082,0.053,0.024,0,117.1816862,39.15592231
3,0,0,0,0.011,0.01,0,0.009,0.009,0,0,0.009,0.009,0.009,0,0,0,117.2264459,39.17832926
3,0,0,0,0.022,0.027,0,0.017,0.017,0,0,0.041,0.045,0.023,0,0,0,117.2309793,39.16858127
3,0,0,0,0.019,0.041,0.018,0.036,0.036,0.016,0,0.063,0.11,0.138,0.127,0.099,0.069,117.2152474,39.19487359
3,0,0,0,0.009,0,0,0.009,0.009,0.009,0,0.01,0.009,0,0,0,0,117.1554357,39.20863091
3,0,0,0,0.01,0.009,0,0.009,0.009,0.01,0,0.093,0.192,0.185,0.157,0.127,0.097,117.1701804,39.19945964
3,0,0,0,0.012,0.013,0,0.013,0.013,0,0,0.031,0.055,0.072,0.043,0.013,0,117.1930051,39.2255542
3,0,0,0,0.009,0,0,0.009,0.009,0.01,0,0.01,0.055,0.03,0,0,0,117.1640644,39.20555311
3,0,0,0,0.031,0.078,0.067,0.098,0.098,0.129,0.109,0.198,0.252,0.218,0.19,0.161,0.131,117.1763322,39.17842177
3,0,0,0,0.009,0.011,0,0.045,0.045,0.098,0.078,0.204,0.309,0.295,0.267,0.237,0.207,117.1732115,39.17276449
3,0,0,0,0.01,0.043,0.036,0.062,0.062,0.088,0.054,0.088,0.154,0.132,0.103,0.073,0.043,117.1374826,39.16216227
3,0,0,0,0.03,0.014,0,0.035,0.035,0.017,0,0.158,0.247,0.228,0.2,0.17,0.14,117.1384665,39.23892334
3,0,0,0,0.016,0.031,0.007,0.03,0.03,0.01,0,0.074,0.135,0.159,0.133,0.103,0.073,117.1976953,39.22321425
3,0,0,0,0.015,0.01,0,0.009,0.009,0,0,0.021,0.113,0.178,0.149,0.118,0.088,117.2071821,39.19793132
3,0,0,0,0.021,0.002,0,0.016,0.016,0.029,0,0.019,0.024,0,0,0,0,117.108498,39.19591227
3,0,0,0,0.022,0.006,0,0.018,0.018,0.04,0.016,0.054,0.081,0.057,0.027,0,0,117.1152745,39.20734375
3,0,0,0,0.009,0.01,0.004,0.009,0.009,0.009,0.009,0.043,0.139,0.121,0.092,0.061,0.031,117.1970736,39.1607232
3,0,0,0,0.011,0,0,0.01,0.01,0,0,0.058,0.082,0.068,0.024,0,0,117.1656519,39.23199246
3,0,0,0,0.024,0.044,0.026,0.047,0.047,0.064,0.043,0.095,0.139,0.118,0.09,0.06,0.03,117.1705393,39.17915012
3,0,0,0,0.03,0.061,0.039,0.062,0.062,0.045,0.022,0.107,0.146,0.111,0.081,0.051,0.021,117.1712231,39.20426541
3,0,0,0,0.026,0.004,0,0.019,0.019,0.048,0.024,0.047,0.068,0.042,0.013,0,0,117.1019534,39.1723386
3,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0.021,0,0,0,117.2092139,39.20443604
3,0,0,0,0.028,0.012,0,0.02,0.02,0.058,0.043,0.122,0.154,0.127,0.089,0.057,0.027,117.1308241,39.20510498
3,0,0,0,0.016,0.01,0,0.01,0.009,0,0,0.077,0.191,0.18,0.153,0.123,0.093,117.2120673,39.17031684
3,0,0,0,0.009,0.009,0,0.016,0.016,0.029,0,0.009,0.009,0,0,0,0,117.1361347,39.15999186
3,0,0,0,0.01,0,0.009,0.01,0.009,0.009,0,0.009,0.01,0,0,0,0,117.1108572,39.15970757
3,0,0,0,0.029,0.063,0.048,0.075,0.075,0.057,0.033,0.136,0.196,0.194,0.148,0.109,0.077,117.1844822,39.21282416
3,0,0,0,0.019,0.01,0,0.01,0.009,0.018,0.001,0.048,0.087,0.058,0.029,0,0,117.1460883,39.16256483
3,0,0,0,0.01,0.011,0,0.012,0.012,0,0,0.04,0.046,0.027,0,0,0,117.1898519,39.21816759
3,0,0,0,0.01,0.009,0.009,0.009,0.009,0.009,0,0.01,0.009,0,0,0,0,117.1234014,39.15781196
3,0,0,0,0.009,0,0,0.01,0.009,0.036,0.008,0.066,0.101,0.062,0.033,0.003,0,117.1322613,39.18982585
3,0,0,0,0.032,0.042,0.008,0.028,0.028,0.069,0.045,0.123,0.203,0.184,0.158,0.128,0.099,117.1486966,39.18462972
3,0,0,0,0.018,0,0,0.015,0.015,0.026,0,0.029,0.035,0.003,0,0,0,117.1150925,39.20490234
3,0,0,0,0.023,0.035,0.001,0.017,0.017,0,0,0.057,0.09,0.037,0,0,0,117.1871522,39.19732747
3,0,0,0,0.009,0,0,0.009,0.009,0,0,0.009,0.017,0.041,0.014,0,0,117.1797586,39.23177409
3,0,0,0,0.019,0.003,0,0.022,0.022,0.003,0,0.088,0.14,0.123,0.094,0.064,0.034,117.1423001,39.24682454
3,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0,0.008,0.008,0,0,0,0,117.1320698,39.16332737
3,0,0,0,0.01,0,0,0.009,0.009,0.025,0.008,0.043,0.057,0.023,0.01,0.009,0,117.155437,39.21282552
3,0,0,0,0.01,0,0,0.009,0.009,0.035,0.004,0.097,0.154,0.132,0.104,0.074,0.044,117.1480816,39.20118028
3,0,0,0,0.009,0,0,0.009,0.009,0,0,0.01,0.009,0.009,0,0,0,117.153632,39.25267768
3,0,0,0,0.01,0,0,0.01,0.01,0.01,0,0.01,0.01,0,0,0,0,117.1112023,39.1763463
3,0,0,0,0.023,0.004,0,0.023,0.023,0.049,0.017,0.103,0.159,0.137,0.108,0.078,0.048,117.1166045,39.23078749
3,0,0,0,0.048,0.14,0.125,0.153,0.153,0.185,0.175,0.227,0.281,0.268,0.239,0.209,0.179,117.1422645,39.16507785
3,0,0,0,0.042,0.11,0.099,0.129,0.129,0.149,0.133,0.187,0.238,0.216,0.188,0.158,0.128,117.1728923,39.15910889
3,0,0,0,0.009,0,0,0.009,0.009,0.01,0,0.036,0.09,0.052,0.016,0,0,117.1122257,39.21683539
3,0,0,0,0.01,0,0,0.01,0.009,0,0,0.009,0.009,0,0,0,0,117.1376397,39.24868083
3,0,0,0,0.026,0.004,0,0.018,0.018,0.038,0.015,0.055,0.09,0.066,0.037,0.007,0,117.12442,39.18894748
3,0,0,0,0.019,0,0,0.019,0.019,0,0,0.06,0.079,0.056,0.027,0,0,117.1405208,39.22901828
3,0,0,0,0.014,0.009,0,0.009,0.009,0,0,0.009,0.009,0.009,0,0,0,117.1823557,39.21563097
3,0,0,0,0.01,0,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.1488338,39.24358724
3,0,0,0,0.01,0,0,0.011,0.011,0,0,0.014,0.009,0.01,0,0,0,117.1571688,39.24086127
3,0,0,0,0.016,0.01,0,0.026,0.026,0.081,0.061,0.123,0.193,0.221,0.216,0.19,0.16,117.1431391,39.16939724
3,0,0,0,0.013,0,0,0.015,0.015,0,0,0.042,0.052,0.049,0.014,0,0,117.1883133,39.22993896
3,0,0,0,0.02,0.005,0,0.026,0.026,0.006,0,0.129,0.243,0.269,0.217,0.182,0.152,117.171799,39.2443259
3,0,0,0,0.031,0.073,0.048,0.077,0.077,0.057,0.033,0.138,0.196,0.194,0.148,0.109,0.077,117.1850507,39.21656141
3,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0,0.01,0.009,0,0,0,0,117.1563553,39.18734429
3,0,0,0,0.044,0.086,0.066,0.093,0.093,0.075,0.055,0.162,0.254,0.235,0.208,0.178,0.148,117.1913759,39.18638943
3,0,0,0,0.01,0.013,0,0.022,0.022,0.05,0.032,0.102,0.164,0.146,0.125,0.1,0.071,117.16419,39.16427979
3,0,0,0,0.042,0.128,0.11,0.142,0.142,0.124,0.103,0.251,0.37,0.371,0.349,0.318,0.288,117.2047865,39.1879975
3,0,0,0,0.009,0,0,0.009,0.009,0.01,0,0.017,0.064,0.025,0,0,0,117.1155718,39.18532688
3,0,0,0,0.013,0,0,0.014,0.014,0.009,0,0.039,0.065,0.043,0.013,0,0,117.1179047,39.2396837
3,0,0,0,0.021,0.002,0,0.02,0.02,0,0,0.113,0.144,0.116,0.087,0.057,0.027,117.1401628,39.23196615
3,0,0,0,0.01,0.009,0,0.009,0.009,0,0,0.026,0.204,0.271,0.248,0.218,0.188,117.2241317,39.19096137
3,0,0,0,0.017,0.002,0,0.013,0.013,0.003,0,0.102,0.153,0.129,0.1,0.07,0.04,117.1669822,39.20673069
3,0,0,0,0.018,0.035,0.012,0.031,0.031,0.011,0,0.064,0.079,0.069,0.038,0.008,0,117.1877585,39.21747993
3,0,0,0,0.01,0,0,0.009,0.009,0,0,0.037,0.097,0.07,0.031,0,0,117.1315587,39.23643772
3,0,0,0,0.01,0.009,0,0.009,0.009,0.009,0,0.009,0.1,0.079,0.051,0.021,0,117.1809125,39.1629381
3,0,0,0,0.01,0,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.1561871,39.21521539
3,0,0,0,0.01,0,0,0.009,0.009,0.018,0,0.039,0.074,0.045,0.016,0,0,117.1129755,39.19233398
3,0,0,0,0.039,0.065,0.042,0.074,0.074,0.1,0.061,0.122,0.198,0.157,0.111,0.074,0.044,117.1491225,39.17275119
3,0,0,0,0.01,0,0,0.009,0.009,0,0,0.01,0.009,0.009,0,0,0,117.1686594,39.23210205
3,0,0,0,0.009,0,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.1453095,39.2488935
3,0,0,0,0.032,0.081,0.061,0.085,0.085,0.068,0.05,0.11,0.157,0.138,0.111,0.081,0.051,117.1986277,39.17430664
3,0,0,0,0.02,0.004,0,0.018,0.018,0.039,0.015,0.057,0.089,0.065,0.036,0.006,0,117.1275198,39.19974609
3,0,0,0,0.031,0.005,0,0.023,0.023,0.036,0.011,0.116,0.185,0.23,0.239,0.221,0.191,117.1545397,39.2145988
3,0,0,0,0.009,0.009,0,0.01,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1635951,39.18235948
3,0,0,0,0.025,0.059,0.029,0.055,0.055,0.027,0.004,0.109,0.152,0.148,0.105,0.066,0.032,117.2330216,39.19005724
3,0,0,0,0.03,0.058,0.035,0.06,0.06,0.041,0.018,0.146,0.329,0.34,0.312,0.282,0.252,117.1773771,39.21008816
3,0,0,0,0.018,0.009,0,0.009,0.009,0,0,0.037,0.115,0.121,0.094,0.064,0.034,117.1766284,39.20106744
3,0,0,0,0.013,0,0,0.01,0.009,0,0,0.014,0.125,0.123,0.097,0.067,0.037,117.152391,39.22372559
3,0,0,0,0.009,0,0,0.01,0.009,0.009,0,0.009,0.01,0,0,0,0,117.1332308,39.19963026
3,0,0,0,0.026,0.051,0.017,0.058,0.058,0.041,0.02,0.106,0.238,0.274,0.269,0.248,0.22,117.2406041,39.15721246
3,0,0,0,0.022,0.029,0.005,0.02,0.02,0.026,0.001,0.041,0.032,0,0,0,0,117.1662052,39.18030273
3,0,0,0,0.013,0,0,0.013,0.013,0,0,0.009,0.009,0.009,0,0,0,117.1757237,39.22775119
3,0,0,0,0.014,0,0,0.016,0.016,0.056,0.033,0.102,0.172,0.15,0.122,0.092,0.062,117.1381744,39.19505669
3,0,0,0,0.032,0.055,0.026,0.056,0.056,0.09,0.072,0.142,0.203,0.186,0.165,0.14,0.111,117.1617483,39.16532091
3,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.152,0.216,0.238,0.188,0.145,0.11,117.1982728,39.20940077
3,0,0,0,0.012,0,0,0.013,0.013,0,0,0.01,0.009,0.009,0,0,0,117.1609757,39.23747667
3,0,0,0,0.009,0,0.009,0.009,0.009,0.01,0,0.009,0.041,0.028,0,0,0,117.1193837,39.16365804
3,0,0,0,0.014,0,0,0.016,0.016,0,0,0.01,0.009,0.009,0,0,0,117.1798294,39.23939426
3,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.008,0.009,0,0,0,117.2237069,39.18789008
3,0,0,0,0.011,0,0,0.012,0.012,0,0,0.025,0.067,0.096,0.092,0.081,0.052,117.1740516,39.24096978
3,0,0,0,0.031,0.015,0,0.033,0.033,0.012,0,0.159,0.272,0.313,0.285,0.255,0.225,117.1738569,39.22515544
3,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0,0.008,0.008,0,0,0,0,117.1930721,39.17170464
3,0,0,0,0.016,0,0,0.018,0.018,0,0,0.042,0.057,0.081,0.025,0,0,117.1706993,39.24569282
3,0,0,0,0.018,0.034,0.014,0.03,0.03,0.04,0.016,0.082,0.148,0.129,0.099,0.069,0.039,117.177796,39.19047499
3,0,0,0,0.012,0.02,0.002,0.024,0.024,0.004,0,0.078,0.125,0.149,0.123,0.093,0.063,117.1993519,39.22534587
3,0,0,0,0.031,0.094,0.074,0.113,0.113,0.093,0.071,0.178,0.237,0.277,0.252,0.222,0.192,117.2412001,39.1804891
3,0,0,0,0.032,0.016,0,0.022,0.022,0.048,0.024,0.099,0.167,0.146,0.118,0.088,0.058,117.157847,39.1954853
3,0,0,0,0.038,0.108,0.09,0.139,0.139,0.137,0.115,0.29,0.374,0.336,0.306,0.276,0.246,117.1761521,39.19813856
3,0,0,0,0.013,0.016,0,0.011,0.011,0,0,0.069,0.188,0.228,0.202,0.172,0.142,117.2122786,39.18337429
3,0,0,0,0.014,0,0,0.015,0.015,0,0,0.069,0.055,0.018,0,0,0,117.1590419,39.24260796
3,0,0,0,0.016,0,0,0.016,0.016,0,0,0.043,0.097,0.106,0.076,0.045,0.015,117.1697228,39.22663683
3,0,0,0,0.02,0.025,0,0.019,0.019,0.01,0.013,0.009,0.01,0,0,0,0,117.1996181,39.15951633
3,0,0,0,0.034,0.024,0.001,0.03,0.03,0.017,0,0.129,0.237,0.219,0.191,0.161,0.131,117.15647,39.21818061
3,0,0,0,0.009,0.01,0,0.009,0.009,0,0,0.009,0.034,0.044,0.024,0,0,117.2274525,39.17327664
3,0,0,0,0.036,0.109,0.118,0.158,0.158,0.194,0.175,0.231,0.287,0.269,0.241,0.211,0.181,117.1564383,39.16629259
3,0,0,0,0.009,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1277694,39.18889242
3,0,0,0,0.028,0.013,0,0.022,0.021,0.075,0.065,0.163,0.281,0.287,0.262,0.232,0.202,117.1235563,39.21071669
3,0,0,0,0.01,0,0,0.009,0.009,0,0,0.009,0.009,0.009,0,0,0,117.1582788,39.23939453
3,0,0,0,0.011,0,0,0.011,0.011,0.069,0.039,0.104,0.146,0.083,0.04,0.008,0,117.1281963,39.18261936
3,0,0,0,0.009,0.009,0,0.01,0.009,0.01,0.009,0.01,0.01,0,0,0,0,117.1982791,39.15829861
3,0,0,0,0.018,0.002,0,0.018,0.018,0.032,0.008,0.069,0.103,0.083,0.054,0.024,0,117.1389138,39.22823975
3,0,0,0,0.009,0.01,0,0.009,0.009,0.009,0,0.009,0.057,0.034,0.005,0,0,117.1524433,39.16239475
3,0,0,0,0.016,0,0,0.019,0.019,0,0,0.087,0.161,0.173,0.143,0.113,0.083,117.1536062,39.24548774
3,0,0,0,0.009,0,0,0.009,0.009,0.009,0,0.01,0.009,0,0,0,0,117.1174463,39.23589789
3,0,0,0,0.012,0.009,0,0.009,0.009,0.01,0,0.009,0.01,0,0,0,0,117.1430876,39.18092204
3,0,0,0,0.01,0,0,0.01,0.009,0.01,0,0.015,0.012,0,0,0,0,117.1088357,39.20162137
3,0,0,0,0.024,0,0,0.018,0.018,0.015,0,0.01,0.01,0,0,0,0,117.1021284,39.17896647
3,0,0,0,0.027,0.009,0,0.028,0.028,0.06,0.033,0.123,0.179,0.157,0.128,0.098,0.068,117.116546,39.23271457
3,0,0,0,0.02,0.017,0,0.009,0.009,0,0,0.038,0.074,0.02,0,0,0,117.2005469,39.19191162
3,0,0,0,0.014,0.018,0,0.013,0.013,0,0,0.054,0.088,0.11,0.083,0.053,0.023,117.1951633,39.22596924
3,0,0,0,0.042,0.042,0.047,0.065,0.065,0.073,0.02,0.053,0.06,0.013,0,0,0,117.1215894,39.15760688
3,0,0,0,0.04,0.105,0.09,0.131,0.131,0.166,0.148,0.23,0.306,0.284,0.256,0.226,0.196,117.1668742,39.16426487
3,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.2110327,39.17124891
3,0,0,0,0.026,0.032,0.015,0.04,0.04,0.071,0.048,0.128,0.248,0.227,0.199,0.169,0.139,117.1594461,39.18728082
3,0,0,0,0.028,0.016,0,0.023,0.023,0.071,0.061,0.144,0.186,0.155,0.127,0.093,0.062,117.1632593,39.20116211
3,0,0,0,0.03,0.014,0,0.026,0.026,0.007,0,0.121,0.23,0.213,0.185,0.155,0.125,117.1720245,39.21690809
3,0,0,0,0.019,0,0,0.01,0.009,0.029,0.006,0.033,0.052,0.026,0,0,0,117.1064575,39.16820313
3,0,0,0,0.023,0.027,0.002,0.03,0.03,0.111,0.097,0.174,0.248,0.22,0.179,0.144,0.114,117.1448877,39.17517605
3,0,0,0,0.013,0.015,0,0.013,0.013,0,0,0.056,0.092,0.071,0.036,0.006,0,117.2029961,39.19526855
3,0,0,0,0.015,0,0,0.01,0.009,0.009,0.002,0.009,0.01,0.009,0,0,0,117.1329145,39.21267307
3,0,0,0,0.02,0.004,0,0.02,0.02,0.056,0.033,0.072,0.101,0.073,0.043,0.013,0,117.1105501,39.19341336
3,0,0,0,0.01,0.009,0,0.01,0.009,0,0,0.009,0.009,0.009,0,0,0,117.2398009,39.16876383
3,0,0,0,0.031,0.111,0.098,0.16,0.16,0.146,0.135,0.277,0.379,0.363,0.335,0.305,0.275,117.2216455,39.15989095
3,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.2174021,39.17623888
3,0,0,0,0.031,0.028,0.005,0.032,0.032,0.038,0.035,0.141,0.28,0.337,0.349,0.331,0.301,117.1532598,39.21697537
3,0,0,0,0.022,0.024,0.023,0.048,0.048,0.086,0.075,0.144,0.231,0.214,0.188,0.158,0.129,117.1453394,39.18420573
3,0,0,0,0.036,0.047,0.013,0.034,0.033,0.053,0.016,0.087,0.119,0.068,0.032,0.002,0,117.1617074,39.19568549
3,0,0,0,0.018,0.002,0,0.022,0.022,0.002,0,0.091,0.142,0.173,0.145,0.115,0.085,117.1681898,39.25101508
3,0,0,0,0.034,0.077,0.056,0.091,0.091,0.073,0.055,0.153,0.242,0.223,0.196,0.166,0.136,117.2029346,39.17454753
3,0,0,0,0.012,0.009,0,0.01,0.009,0,0,0.062,0.118,0.127,0.098,0.067,0.037,117.2068717,39.21585422
3,0,0,0,0.035,0.072,0.059,0.082,0.082,0.105,0.085,0.159,0.219,0.199,0.169,0.139,0.109,117.1751218,39.18941026
3,0,0,0,0.042,0.093,0.084,0.126,0.126,0.16,0.142,0.212,0.273,0.256,0.235,0.21,0.181,117.1633599,39.16825168
3,0,0,0,0.015,0,0,0.019,0.019,0.001,0,0.075,0.142,0.126,0.098,0.068,0.038,117.1597399,39.22969564
3,0,0,0,0.039,0.023,0,0.029,0.029,0.088,0.065,0.125,0.128,0.092,0.062,0.032,0.003,117.1118311,39.20609619
3,0,0,0,0.009,0.025,0,0.01,0.009,0,0,0.032,0.088,0.148,0.133,0.105,0.075,117.2386825,39.17664334
3,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0,0.009,0.017,0,0,0,0,117.1622418,39.18289822
3,0,0,0,0.035,0.019,0.04,0.084,0.084,0.141,0.118,0.152,0.191,0.165,0.136,0.106,0.076,117.1082533,39.15971707
3,0,0,0,0.009,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1093601,39.20253391
3,0,0,0,0.015,0,0,0.014,0.014,0,0,0.033,0.031,0,0,0,0,117.1490549,39.22138346
3,0,0,0,0.032,0.02,0,0.022,0.022,0.059,0.036,0.078,0.11,0.086,0.057,0.027,0,117.129553,39.19419
3,0,0,0,0.019,0.027,0,0.016,0.016,0,0,0.042,0.01,0,0,0,0,117.1992098,39.19131456
3,0,0,0,0.015,0,0,0.017,0.017,0.026,0.002,0.051,0.053,0.019,0,0,0,117.1371997,39.23026096
3,0,0,0,0.019,0.017,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1694501,39.16265028
3,0,0,0,0.015,0,0,0.018,0.018,0,0,0.062,0.097,0.113,0.085,0.055,0.025,117.1678548,39.24060628
3,0,0,0,0.031,0.015,0,0.028,0.028,0.048,0.025,0.165,0.225,0.194,0.165,0.136,0.106,117.140896,39.2259668
3,0,0,0,0.017,0.001,0,0.02,0.02,0,0,0.07,0.081,0.073,0.035,0.005,0,117.1511583,39.24856418
3,0,0,0,0.02,0.001,0,0.018,0.018,0.037,0.018,0.095,0.142,0.108,0.073,0.041,0.01,117.1412473,39.22322998
3,0,0,0,0.016,0,0,0.019,0.019,0,0,0.053,0.043,0.031,0,0,0,117.1639396,39.24501058
3,0,0,0,0.018,0.011,0,0.011,0.011,0,0,0.059,0.066,0.023,0,0,0,117.1995142,39.19902968
3,0,0,0,0.024,0.028,0.002,0.018,0.018,0.026,0,0.05,0.087,0.027,0,0,0,117.1657593,39.18926676
3,0,0,0,0.021,0,0,0.016,0.016,0.025,0,0.027,0.039,0.005,0,0,0,117.1179329,39.19621582
3,0,0,0,0.009,0,0,0.009,0.009,0.009,0,0.009,0.025,0,0,0,0,117.1047871,39.17882026
3,0,0,0,0.051,0.06,0.034,0.062,0.062,0.099,0.061,0.118,0.143,0.085,0.046,0.015,0,117.1337096,39.17233073
3,0,0,0,0.024,0.038,0.015,0.034,0.034,0.015,0,0.19,0.355,0.338,0.31,0.28,0.25,117.1761667,39.21156114
3,0,0,0,0.032,0.052,0.029,0.053,0.053,0.035,0.012,0.102,0.142,0.102,0.071,0.041,0.011,117.1745619,39.20382378
3,0,0,0,0.02,0.055,0.033,0.057,0.057,0.037,0.013,0.099,0.115,0.115,0.093,0.063,0.033,117.2155935,39.20755235
3,0,0,0,0.023,0.007,0,0.023,0.023,0.003,0,0.097,0.17,0.196,0.168,0.138,0.108,117.1744884,39.22284288
3,0,0,0,0.009,0,0,0.009,0.009,0,0,0.009,0.009,0.009,0,0,0,117.1674455,39.23780735
3,0,0,0,0.021,0.001,0,0.024,0.024,0.006,0,0.107,0.152,0.139,0.11,0.08,0.05,117.1294539,39.23962701
3,0,0,0,0.031,0.075,0.059,0.086,0.086,0.106,0.088,0.142,0.189,0.168,0.139,0.109,0.079,117.170153,39.16564263
3,0,0,0,0.025,0.009,0,0.018,0.018,0.04,0.016,0.07,0.147,0.126,0.097,0.067,0.037,117.1298684,39.20968153
3,0,0,0,0.028,0.012,0,0.026,0.026,0.059,0.044,0.145,0.207,0.188,0.159,0.129,0.099,117.1339684,39.22598145
